edge_id,source_node,destination_node,weight
1502,584,1729,47
1503,1284,1737,44
1504,951,255,25
1505,1355,1500,73
1506,679,1088,71
1507,1736,479,61
1508,498,929,59
1509,971,1400,9
1510,235,912,93
1511,540,1134,7
1512,839,50,87
1513,517,1385,70
1514,708,1422,51
1515,650,301,78
1516,862,1651,84
1517,1381,1903,70
1518,1159,1673,47
1519,1413,405,89
1520,1718,1227,51
1521,1230,1201,19
1522,1977,936,40
1523,932,415,65
1524,1139,1866,95
1525,1956,47,22
1526,1695,1372,89
1527,750,432,95
1528,243,1492,39
1529,1165,1642,38
1530,645,1080,74
1531,92,58,5
1532,1893,1425,73
1533,945,394,58
1534,494,1065,92
1535,6,509,30
1536,1109,1963,28
1537,549,1279,40
1538,1916,1326,46
1539,436,1532,21
1540,1154,721,11
1541,539,273,87
1542,1911,317,92
1543,310,1994,54
1544,1204,907,48
1545,1887,670,85
1546,442,1135,21
1547,350,695,25
1548,48,960,36
1549,386,1972,38
1550,1585,1825,22
1551,371,746,34
1552,843,364,66
1553,1369,967,39
1554,743,1527,71
1555,450,28,42
1556,1880,1018,73
1557,202,656,36
1558,1393,947,31
1559,1932,1998,14
1560,965,250,21
1561,1009,1991,49
1562,668,552,41
1563,136,402,81
1564,805,1216,84
1565,679,396,97
1566,538,851,35
1567,656,1354,42
1568,1938,1288,34
1569,1264,442,24
1570,770,590,35
1571,1440,1270,6
1572,349,1647,61
1573,995,1415,9
1574,198,721,53
1575,905,1482,38
1576,1030,1063,15
1577,1927,966,54
1578,334,529,82
1579,625,198,57
1580,979,1551,43
1581,1428,692,60
1582,1803,1485,5
1583,1635,118,85
1584,79,1333,25
1585,143,1429,39
1586,1293,317,85
1587,1574,756,55
1588,1007,1869,20
1589,13,1092,72
1590,1829,880,48
1591,1933,920,43
1592,1249,1839,73
1593,1708,206,95
1594,903,803,66
1595,114,653,48
1596,671,573,45
1597,549,184,65
1598,1813,1247,42
1599,222,734,52
1600,805,1019,37
1601,344,1681,70
1602,1804,910,59
1603,971,1435,17
1604,990,174,95
1605,976,1181,51
1606,1339,1763,42
1607,696,1090,69
1608,1541,1616,74
1609,434,1801,85
1610,1098,388,35
1611,59,362,82
1612,1064,431,50
1613,1517,700,50
1614,639,348,91
1615,83,936,25
1616,1348,1444,60
1617,1546,202,22
1618,1249,1132,95
1619,160,1065,45
1620,1032,624,5
1621,235,1112,45
1622,939,130,92
1623,774,372,77
1624,567,224,72
1625,429,1884,11
1626,1000,606,6
1627,345,1627,57
1628,620,1796,58
1629,218,1724,98
1630,663,1415,56
1631,1167,586,72
1632,1393,674,61
1633,1923,48,27
1634,211,1640,79
1635,922,1904,40
1636,61,38,5
1637,1923,1594,14
1638,212,463,84
1639,994,1939,38
1640,1748,601,88
1641,1004,1734,83
1642,1084,447,51
1643,1578,939,97
1644,970,980,99
1645,991,994,99
1646,1016,1078,21
1647,477,1359,69
1648,743,1623,94
1649,558,1131,99
1650,511,611,77
1651,1782,340,21
1652,741,647,53
1653,1129,600,81
1654,266,488,82
1655,742,787,86
1656,184,1791,24
1657,647,21,12
1658,765,1326,20
1659,1700,1493,22
1660,1342,1616,7
1661,1417,927,23
1662,1135,526,62
1663,529,983,67
1664,1675,400,51
1665,1677,1459,17
1666,931,1869,31
1667,1155,116,57
1668,1232,810,21
1669,1347,1666,18
1670,442,1344,71
1671,949,556,96
1672,1988,146,41
1673,1393,667,59
1674,1765,1366,77
1675,1575,1269,82
1676,300,636,18
1677,1476,551,20
1678,1976,900,32
1679,166,1111,55
1680,1950,580,54
1681,1502,363,67
1682,1458,1362,25
1683,88,1133,71
1684,1608,1834,21
1685,236,137,98
1686,1464,1393,32
1687,689,1722,30
1688,1558,156,9
1689,50,1940,78
1690,1931,1002,62
1691,1078,1740,74
1692,99,105,15
1693,811,1380,27
1694,189,1545,60
1695,1164,338,14
1696,1984,1321,35
1697,1292,508,36
1698,1794,978,76
1699,611,526,42
1700,406,1640,51
1701,1988,993,52
1702,22,1108,74
1703,40,1782,42
1704,598,623,67
1705,727,1678,14
1706,14,1440,60
1707,1474,1891,54
1708,1488,343,64
1709,1220,350,9
1710,1391,691,65
1711,330,1806,6
1712,777,1769,29
1713,1251,719,92
1714,1055,1745,79
1715,577,195,64
1716,1635,444,67
1717,1225,191,65
1718,1815,1243,41
1719,123,301,58
1720,771,450,96
1721,327,1827,12
1722,1285,1964,98
1723,1928,1749,50
1724,1545,849,81
1725,1493,643,39
1726,1742,504,66
1727,971,964,95
1728,642,1490,77
1729,1145,1157,21
1730,263,276,32
1731,113,799,83
1732,1892,485,40
1733,291,1206,59
1734,167,1364,20
1735,1503,557,17
1736,1695,1657,61
1737,1015,1481,22
1738,1364,1736,32
1739,1721,846,55
1740,802,806,81
1741,1687,1571,42
1742,1265,1935,94
1743,1594,331,46
1744,1360,188,45
1745,1726,54,56
1746,1308,1255,21
1747,1,943,38
1748,733,1529,73
1749,625,797,10
1750,164,485,96
1751,212,1257,83
1752,481,1454,91
1753,772,377,79
1754,720,889,18
1755,760,944,25
1756,1359,1480,67
1757,170,883,95
1758,872,646,34
1759,1137,1838,89
1760,1381,1567,85
1761,1752,1688,61
1762,849,696,49
1763,575,77,36
1764,1060,1326,73
1765,1267,1985,10
1766,671,978,46
1767,1448,610,38
1768,1689,334,33
1769,17,271,66
1770,1701,598,94
1771,1626,477,76
1772,95,1959,76
1773,1674,1840,13
1774,1355,249,60
1775,1146,195,77
1776,1085,825,46
1777,1869,737,8
1778,178,655,40
1779,1746,504,65
1780,889,602,21
1781,1914,538,49
1782,1119,756,25
1783,1845,1955,16
1784,1327,1921,82
1785,356,907,74
1786,613,662,74
1787,1366,420,99
1788,735,1677,13
1789,1864,784,20
1790,1273,1391,58
1791,1502,104,5
1792,1762,762,29
1793,344,139,83
1794,1898,500,43
1795,530,232,79
1796,1149,1038,87
1797,1587,714,43
1798,1896,1057,80
1799,802,1226,86
1800,941,1533,44
1801,1611,1526,42
1802,1414,674,58
1803,1605,651,25
1804,236,1865,34
1805,1491,1601,77
1806,862,1711,98
1807,710,1644,9
1808,1512,1292,96
1809,1745,953,77
1810,776,1298,12
1811,910,68,81
1812,1837,359,18
1813,343,862,65
1814,1816,1240,40
1815,33,1912,74
1816,1560,1424,25
1817,1920,284,83
1818,1443,237,45
1819,1560,1237,76
1820,1814,555,68
1821,992,967,93
1822,389,369,37
1823,285,1387,8
1824,247,989,14
1825,55,1662,11
1826,1727,208,93
1827,662,1738,38
1828,293,1363,96
1829,1575,77,83
1830,60,1326,26
1831,261,1963,53
1832,1254,1186,12
1833,1267,1839,71
1834,1451,1074,53
1835,1862,257,85
1836,1725,1528,26
1837,1725,1238,53
1838,1370,1798,46
1839,1009,402,51
1840,1700,1556,37
1841,732,1620,95
1842,651,1546,89
1843,251,1919,45
1844,458,1762,73
1845,1879,1096,92
1846,1929,111,41
1847,1518,1277,91
1848,1324,1128,84
1849,943,1720,88
1850,1679,1091,24
1851,822,853,90
1852,425,735,23
1853,1784,1725,65
1854,1191,133,56
1855,1058,14,47
1856,447,1539,21
1857,1149,683,98
1858,1804,1108,11
1859,1315,190,52
1860,448,1229,43
1861,323,1209,55
1862,1740,1478,12
1863,411,1549,29
1864,1897,1959,9
1865,639,886,29
1866,1905,1987,15
1867,1128,986,78
1868,778,1246,94
1869,1736,995,88
1870,1857,1978,20
1871,1655,1323,83
1872,267,392,60
1873,623,1636,19
1874,642,278,74
1875,488,47,41
1876,1700,195,94
1877,796,348,69
1878,1724,559,81
1879,422,1252,52
1880,1212,1077,88
1881,1513,319,54
1882,308,382,51
1883,1772,1907,15
1884,1375,215,50
1885,114,1713,15
1886,1965,1163,96
1887,111,796,83
1888,1834,236,84
1889,1671,1326,81
1890,113,1708,14
1891,1889,835,29
1892,40,670,63
1893,149,1048,42
1894,826,1748,17
1895,49,1469,61
1896,1573,277,36
1897,490,459,44
1898,736,1211,92
1899,1600,460,76
1900,118,88,9
1901,174,608,29
1902,756,232,47
1903,1752,91,61
1904,1720,1002,92
1905,253,1708,89
1906,1778,1550,24
1907,1413,1826,47
1908,977,212,11
1909,6,1643,14
1910,50,1663,12
1911,1822,623,83
1912,372,914,74
1913,537,315,98
1914,879,499,93
1915,1784,1353,72
1916,1004,780,47
1917,101,1838,47
1918,928,1974,56
1919,1497,235,37
1920,703,1469,63
1921,1769,1139,23
1922,525,1460,86
1923,228,1974,61
1924,18,525,32
1925,1272,649,72
1926,1206,1736,55
1927,101,1320,19
1928,1525,731,56
1929,1203,778,18
1930,1072,515,69
1931,1254,191,61
1932,1375,1306,24
1933,99,1284,10
1934,754,1408,41
1935,1649,1920,35
1936,1502,1550,64
1937,1582,170,9
1938,5,1714,31
1939,1632,493,79
1940,373,1151,35
1941,1728,731,27
1942,154,1363,21
1943,1664,1268,69
1944,935,632,21
1945,1864,263,86
1946,1835,1999,28
1947,453,794,33
1948,664,1494,75
1949,899,65,82
1950,1951,865,27
1951,1770,1428,91
1952,874,875,88
1953,138,1429,39
1954,1374,671,63
1955,160,1093,51
1956,1658,1328,83
1957,328,652,18
1958,1423,285,59
1959,935,1201,61
1960,391,357,34
1961,1991,115,33
1962,674,1559,89
1963,184,1601,73
1964,458,1935,19
1965,1691,1555,38
1966,855,163,16
1967,754,1022,45
1968,1167,1297,51
1969,1016,137,82
1970,1769,1936,22
1971,50,1134,77
1972,198,431,79
1973,504,1841,85
1974,930,1578,57
1975,760,505,16
1976,1706,1794,93
1977,1890,1886,88
1978,1134,396,32
1979,1697,754,37
1980,1127,1602,34
1981,339,1806,5
1982,641,1168,96
1983,84,665,56
1984,1377,1660,12
1985,1864,812,27
1986,1912,152,53
1987,647,173,48
1988,97,1717,18
1989,302,636,18
1990,1463,492,8
1991,875,165,14
1992,493,1870,93
1993,1755,1155,29
1994,1088,1906,17
1995,1606,1235,69
1996,1083,1342,74
1997,1274,1989,10
1998,647,864,23
1999,1315,1427,61
2000,1675,799,51
2001,458,1376,76
2002,1399,476,13
2003,1490,897,5
2004,1382,865,13
2005,308,996,7
2006,1291,285,78
2007,914,1907,42
2008,237,810,68
2009,256,1269,79
2010,68,1614,93
2011,478,800,31
2012,416,390,38
2013,335,1570,45
2014,1511,1021,32
2015,1801,1284,53
2016,1244,1163,8
2017,910,312,44
2018,1204,1533,7
2019,1680,231,10
2020,1873,1024,76
2021,427,1634,47
2022,1553,1089,42
2023,672,995,50
2024,1800,129,64
2025,1841,1466,90
2026,630,1735,42
2027,704,1173,88
2028,1244,963,56
2029,527,1382,68
2030,503,526,58
2031,23,755,85
2032,253,152,5
2033,1547,1733,6
2034,912,494,87
2035,1178,693,96
2036,1576,84,85
2037,218,5,70
2038,849,127,9
2039,50,1990,90
2040,1029,1744,82
2041,935,1775,8
2042,1024,907,74
2043,605,628,67
2044,739,1719,22
2045,737,549,30
2046,1011,1459,17
2047,933,1880,33
2048,1355,978,44
2049,1183,1445,84
2050,44,1192,91
2051,1562,326,49
2052,1740,1870,11
2053,1035,785,43
2054,1743,255,7
2055,1466,1191,78
2056,212,389,67
2057,1365,906,25
2058,1446,1931,67
2059,788,1991,80
2060,1971,1090,77
2061,410,1440,98
2062,1526,1722,6
2063,993,870,69
2064,231,1050,31
2065,1640,523,85
2066,901,1425,24
2067,1816,1827,85
2068,954,1706,84
2069,1233,1151,7
2070,825,1956,66
2071,658,1373,47
2072,328,971,93
2073,439,583,80
2074,243,421,70
2075,1600,1884,34
2076,1440,1342,23
2077,1929,469,31
2078,1395,1291,17
2079,1482,596,30
2080,877,785,66
2081,110,670,53
2082,1086,372,33
2083,1899,1686,39
2084,597,790,12
2085,418,1617,44
2086,1295,1987,7
2087,292,1305,83
2088,342,755,40
2089,1465,1088,54
2090,1948,612,62
2091,234,1530,49
2092,134,1837,42
2093,397,1637,52
2094,71,1366,34
2095,978,1046,18
2096,325,749,41
2097,1591,1651,75
2098,454,1825,88
2099,1339,1408,53
2100,872,1303,95
2101,1582,215,20
2102,992,1979,48
2103,646,480,26
2104,873,975,17
2105,345,964,89
2106,33,811,97
2107,1327,778,95
2108,1208,313,97
2109,764,1996,85
2110,459,1224,40
2111,54,32,99
2112,1886,1442,78
2113,1434,511,17
2114,1732,1902,19
2115,1862,367,16
2116,137,1942,66
2117,674,1469,67
2118,210,1080,41
2119,604,714,88
2120,648,1964,94
2121,1485,1798,30
2122,1283,806,13
2123,487,1893,5
2124,328,1635,61
2125,1057,1707,69
2126,1701,409,49
2127,1481,579,26
2128,525,1268,41
2129,6,1745,38
2130,300,1378,99
2131,1815,1105,8
2132,1073,1132,25
2133,805,702,57
2134,1375,1585,90
2135,248,1837,25
2136,697,158,38
2137,1014,979,92
2138,322,54,66
2139,349,1838,11
2140,1190,1526,7
2141,1717,408,47
2142,1210,1389,67
2143,414,119,69
2144,414,5,42
2145,1903,1163,9
2146,1036,865,62
2147,1478,1748,19
2148,268,431,69
2149,1471,1295,7
2150,426,1944,25
2151,370,528,77
2152,67,1745,29
2153,1369,1284,19
2154,1705,1591,44
2155,1414,557,30
2156,1045,1595,44
2157,1410,531,25
2158,541,1424,76
2159,1207,1547,10
2160,1930,1306,40
2161,1773,650,96
2162,1707,741,32
2163,684,1674,20
2164,572,1901,89
2165,1240,834,26
2166,1740,1355,78
2167,1701,1843,10
2168,1042,864,61
2169,1383,1328,28
2170,476,904,56
2171,749,466,8
2172,1024,864,64
2173,1649,499,78
2174,251,606,17
2175,1553,943,7
2176,1454,1099,58
2177,371,453,59
2178,404,562,80
2179,299,702,34
2180,965,983,5
2181,1133,1615,37
2182,536,650,82
2183,259,367,55
2184,197,1805,25
2185,756,478,10
2186,1163,1454,89
2187,555,1425,74
2188,1021,725,31
2189,638,1500,80
2190,1429,385,82
2191,1045,302,22
2192,975,1743,90
2193,1733,1284,63
2194,264,1649,73
2195,309,1192,53
2196,1575,783,61
2197,1612,481,79
2198,395,1270,60
2199,27,631,56
2200,1477,163,23
2201,1422,1964,78
2202,1878,728,5
2203,1829,1138,14
2204,1589,1344,97
2205,1718,738,30
2206,479,777,26
2207,1909,200,65
2208,1767,1016,89
2209,1829,1818,81
2210,559,1984,16
2211,1276,1643,23
2212,1004,1859,18
2213,1830,305,6
2214,1251,156,53
2215,665,245,63
2216,1414,1378,35
2217,1109,1598,36
2218,526,635,80
2219,78,1599,88
2220,7,752,87
2221,429,936,70
2222,141,533,16
2223,1620,1368,98
2224,1790,1011,85
2225,1400,1940,76
2226,1666,1836,13
2227,1412,507,19
2228,1973,966,48
2229,1666,1591,50
2230,1999,1130,83
2231,876,1418,26
2232,62,920,24
2233,1305,1284,28
2234,670,1838,60
2235,381,365,37
2236,316,1533,38
2237,975,730,39
2238,1429,972,32
2239,1954,45,22
2240,1690,1355,85
2241,448,1130,19
2242,152,1834,38
2243,70,204,43
2244,1446,793,82
2245,1764,1932,22
2246,42,1108,72
2247,1733,429,49
2248,1438,356,74
2249,257,891,84
2250,1734,1627,49
2251,1769,55,50
2252,663,417,9
2253,1239,1900,89
2254,1202,669,87
2255,683,200,50
2256,150,1901,55
2257,1566,666,34
2258,1161,1907,7
2259,546,569,62
2260,319,1980,49
2261,762,987,35
2262,288,1491,33
2263,480,627,85
2264,595,1889,83
2265,619,122,40
2266,1398,730,74
2267,1092,1092,13
2268,1630,1605,58
2269,862,904,96
2270,950,954,96
2271,727,1880,62
2272,456,620,87
2273,795,780,76
2274,1235,1628,25
2275,1292,1154,94
2276,1997,307,78
2277,813,1424,37
2278,1122,1572,28
2279,1760,1313,66
2280,488,584,74
2281,1523,1247,84
2282,601,1999,14
2283,956,206,12
2284,186,448,84
2285,1057,243,7
2286,1497,1349,16
2287,1211,1298,45
2288,398,1412,93
2289,1100,1895,13
2290,1201,1471,88
2291,342,457,64
2292,927,856,76
2293,922,114,90
2294,671,1947,86
2295,763,651,50
2296,877,1488,43
2297,1564,1405,20
2298,1444,225,42
2299,1275,3,14
2300,945,153,96
2301,1177,104,51
2302,625,164,49
2303,217,258,35
2304,427,215,90
2305,307,163,94
2306,976,1202,56
2307,1802,1764,72
2308,1766,596,84
2309,609,9,15
2310,1043,574,87
2311,981,1681,74
2312,265,938,94
2313,660,1616,9
2314,1654,1969,46
2315,501,1858,89
2316,1353,1410,51
2317,711,592,44
2318,357,1302,73
2319,1297,163,48
2320,130,1878,52
2321,1352,1770,42
2322,657,904,30
2323,22,468,18
2324,1972,1032,64
2325,1123,1884,7
2326,601,851,26
2327,1715,1211,48
2328,927,1898,38
2329,1839,1075,93
2330,54,702,68
2331,628,1098,81
2332,737,865,10
2333,1968,1501,81
2334,1500,699,52
2335,874,1385,19
2336,1356,1875,66
2337,896,568,12
2338,1048,790,43
2339,1651,1843,17
2340,1769,67,53
2341,935,1591,59
2342,985,1469,23
2343,1536,514,98
2344,269,1456,27
2345,5,600,51
2346,1122,655,95
2347,1584,188,13
2348,382,1343,79
2349,1800,303,10
2350,1670,2,52
2351,979,1905,32
2352,1220,336,5
2353,1096,1415,89
2354,688,79,20
2355,1427,137,24
2356,1596,776,56
2357,1128,365,25
2358,1101,189,82
2359,1641,1281,75
2360,1552,1321,97
2361,1792,1107,12
2362,1463,844,92
2363,629,1647,21
2364,799,948,21
2365,879,1360,12
2366,739,1200,89
2367,1323,1262,21
2368,1902,498,42
2369,412,1717,68
2370,1582,1871,33
2371,1426,1304,16
2372,1304,1789,54
2373,1804,1916,12
2374,1092,953,75
2375,588,471,32
2376,1536,1908,49
2377,949,1937,44
2378,393,1441,6
2379,1810,969,72
2380,156,542,16
2381,1590,1217,67
2382,934,718,42
2383,1789,578,77
2384,1886,855,34
2385,523,760,15
2386,870,1659,84
2387,1445,171,29
2388,90,889,13
2389,193,447,83
2390,936,1713,88
2391,1643,947,90
2392,174,1463,42
2393,1559,1427,26
2394,5,652,64
2395,264,1590,59
2396,1000,1537,37
2397,823,54,90
2398,834,771,69
2399,451,194,81
2400,1502,660,42
2401,1986,1550,90
2402,301,135,89
2403,446,919,64
2404,1522,1841,35
2405,1670,436,60
2406,527,1133,8
2407,1014,820,55
2408,834,992,26
2409,1308,1169,96
2410,92,700,63
2411,18,416,6
2412,896,394,65
2413,1211,219,74
2414,651,871,24
2415,1397,1777,37
2416,138,607,34
2417,1286,563,50
2418,1106,654,97
2419,1778,1045,94
2420,315,1903,32
2421,1153,47,41
2422,1739,367,34
2423,1981,55,20
2424,1488,446,88
2425,1502,206,29
2426,1993,397,5
2427,841,183,23
2428,1415,1895,63
2429,461,618,85
2430,667,224,58
2431,918,1235,72
2432,1400,738,75
2433,1220,1640,30
2434,1771,1241,47
2435,732,986,39
2436,709,1345,33
2437,942,924,90
2438,191,1575,66
2439,1789,1034,90
2440,1919,183,59
2441,1240,723,95
2442,1316,889,28
2443,1806,1544,19
2444,890,1535,52
2445,409,1038,98
2446,690,1568,88
2447,134,1365,25
2448,22,838,10
2449,107,162,28
2450,1958,321,87
2451,1701,1304,72
2452,1169,1596,27
2453,1572,444,76
2454,186,416,77
2455,375,1299,70
2456,961,688,31
2457,717,1914,72
2458,1355,517,29
2459,1036,1629,54
2460,285,321,40
2461,792,1706,12
2462,1641,1749,91
2463,1854,1809,75
2464,1990,1497,76
2465,1084,874,58
2466,970,1494,31
2467,322,1926,36
2468,1531,1669,88
2469,1751,1499,16
2470,709,822,99
2471,1446,1283,8
2472,526,403,25
2473,969,1538,42
2474,1292,118,38
2475,1207,1898,93
2476,1652,651,19
2477,1547,835,77
2478,1150,1156,20
2479,177,1897,50
2480,1075,516,69
2481,1213,10,24
2482,19,865,17
2483,733,867,11
2484,85,13,90
2485,1002,1587,48
2486,1870,571,64
2487,511,822,32
2488,402,288,16
2489,312,851,67
2490,46,270,62
2491,1238,562,56
2492,1787,1650,47
2493,1499,823,81
2494,1629,1286,78
2495,1855,645,83
2496,364,840,57
2497,1008,1722,80
2498,774,1103,61
2499,654,1690,28
2500,1370,1385,43
2501,1914,1128,95
2502,106,835,93
2503,780,330,67
2504,1550,1825,27
2505,893,1046,31
2506,1603,372,54
2507,122,1466,50
2508,423,1222,44
2509,534,148,59
2510,1255,855,29
2511,1982,380,97
2512,621,1248,22
2513,146,1593,77
2514,850,1673,91
2515,59,847,7
2516,1754,592,85
2517,704,430,6
2518,898,379,61
2519,858,691,46
2520,330,1007,7
2521,1211,1914,96
2522,1943,1902,84
2523,691,416,5
2524,791,1931,65
2525,605,1185,10
2526,1004,683,24
2527,1961,596,57
2528,1710,1251,58
2529,1864,1948,12
2530,900,54,79
2531,1674,1667,67
2532,1561,1868,36
2533,1670,384,48
2534,1405,289,63
2535,1280,709,86
2536,410,926,71
2537,226,928,98
2538,1020,1214,53
2539,1420,61,7
2540,43,80,17
2541,1111,743,23
2542,1672,1219,56
2543,1731,1423,96
2544,1335,913,31
2545,52,585,41
2546,93,155,28
2547,16,590,47
2548,747,1021,46
2549,1270,1748,49
2550,1408,249,53
2551,342,657,17
2552,1314,1800,55
2553,1884,250,80
2554,1241,1411,68
2555,409,59,55
2556,1168,632,83
2557,385,956,82
2558,1243,1348,52
2559,1009,13,54
2560,1153,647,89
2561,933,1340,95
2562,1478,1691,6
2563,1038,1121,28
2564,1096,2,39
2565,1608,1872,30
2566,1065,1713,70
2567,1707,428,53
2568,1805,1972,26
2569,308,205,9
2570,1889,1142,7
2571,792,1827,41
2572,319,1312,81
2573,78,1582,84
2574,1636,1149,44
2575,734,1162,81
2576,543,1896,92
2577,1561,255,33
2578,198,1211,74
2579,1663,1937,37
2580,1659,211,8
2581,1767,594,84
2582,552,1760,59
2583,440,768,29
2584,296,1920,38
2585,1790,820,39
2586,1183,1728,56
2587,275,98,84
2588,36,1181,90
2589,1435,1787,34
2590,1787,1046,93
2591,211,1444,32
2592,602,1247,25
2593,398,706,21
2594,1569,832,73
2595,767,1478,56
2596,997,1728,83
2597,1045,288,19
2598,653,353,90
2599,1980,474,25
2600,725,338,76
2601,558,247,79
2602,1060,618,95
2603,1699,760,38
2604,1237,75,36
2605,1085,1440,97
2606,1396,1150,79
2607,365,1133,32
2608,1450,1539,68
2609,112,522,18
2610,1806,203,80
2611,1390,148,32
2612,407,323,23
2613,1000,1820,9
2614,1023,824,54
2615,782,755,72
2616,886,139,6
2617,1760,693,13
2618,838,1640,85
2619,1507,477,93
2620,1898,1889,88
2621,1090,195,86
2622,1944,599,60
2623,30,651,60
2624,1869,1850,82
2625,659,370,93
2626,249,1628,71
2627,88,254,52
2628,263,298,38
2629,611,950,48
2630,1739,1940,27
2631,600,1548,97
2632,1054,1450,9
2633,90,183,35
2634,682,1471,67
2635,129,721,62
2636,1913,1917,92
2637,1488,1897,53
2638,1413,2000,88
2639,798,711,60
2640,1673,881,70
2641,289,1283,78
2642,1893,819,24
2643,1625,873,75
2644,833,1694,98
2645,766,1922,67
2646,788,6,84
2647,320,595,5
2648,281,1364,98
2649,1790,1018,86
2650,1560,628,26
2651,428,751,27
2652,105,1108,63
2653,793,293,56
2654,553,1506,93
2655,830,542,15
2656,1466,674,51
2657,833,1253,88
2658,1060,8,45
2659,280,817,64
2660,1765,1096,13
2661,1629,1592,56
2662,595,1750,50
2663,1580,1003,17
2664,348,924,79
2665,1120,862,50
2666,165,1975,70
2667,976,736,40
2668,1550,1495,44
2669,1630,1680,76
2670,501,1982,24
2671,73,1154,78
2672,297,830,64
2673,1793,1193,32
2674,1346,974,44
2675,1239,1697,41
2676,755,1468,55
2677,956,1563,49
2678,40,1362,37
2679,1364,750,83
2680,38,1216,98
2681,181,1005,27
2682,1404,1567,81
2683,1405,161,32
2684,456,518,63
2685,557,1119,96
2686,247,1472,34
2687,671,1503,76
2688,1002,500,76
2689,1978,1403,56
2690,1196,734,8
2691,214,817,73
2692,773,1528,67
2693,28,173,41
2694,1369,514,26
2695,762,425,92
2696,1921,88,37
2697,1109,1519,17
2698,790,1142,68
2699,1266,313,88
2700,1891,157,57
2701,1086,94,62
2702,1785,1285,55
2703,1485,219,35
2704,540,781,18
2705,1076,528,72
2706,1472,1124,62
2707,646,1619,12
2708,1928,1167,7
2709,748,1590,85
2710,1755,1661,54
2711,204,1907,48
2712,896,1707,92
2713,119,1051,47
2714,1337,1989,96
2715,1702,708,25
2716,34,873,17
2717,705,731,78
2718,1503,898,98
2719,1203,74,41
2720,1582,1627,70
2721,65,157,32
2722,472,596,79
2723,12,1381,46
2724,203,405,72
2725,1865,1075,89
2726,1674,1029,10
2727,1524,1251,85
2728,670,294,74
2729,415,1697,63
2730,1105,1805,86
2731,1134,538,66
2732,840,324,57
2733,532,1355,60
2734,1829,1608,31
2735,1944,60,27
2736,150,1351,19
2737,1478,469,95
2738,140,970,25
2739,1242,917,45
2740,1550,1168,61
2741,444,649,95
2742,1620,358,49
2743,1584,1125,46
2744,976,269,24
2745,1267,1090,83
2746,967,1892,31
2747,1119,1915,15
2748,1356,120,30
2749,288,1851,23
2750,404,844,52
2751,499,1477,94
2752,998,1333,84
2753,358,773,42
2754,1635,1801,9
2755,1089,1150,27
2756,969,1390,7
2757,50,116,25
2758,1797,1698,57
2759,399,698,18
2760,1367,1958,85
2761,569,1780,61
2762,621,1525,88
2763,243,1923,47
2764,657,628,60
2765,1955,273,76
2766,679,893,25
2767,1458,8,84
2768,302,512,83
2769,742,743,75
2770,1211,1590,20
2771,813,1116,59
2772,350,330,33
2773,6,230,58
2774,975,1475,26
2775,1826,1776,71
2776,1694,254,14
2777,187,365,65
2778,1223,322,97
2779,737,1864,57
2780,1936,364,5
2781,971,813,59
2782,1336,1214,7
2783,660,1119,81
2784,714,726,75
2785,1264,1855,75
2786,1837,745,15
2787,821,1470,47
2788,26,1467,64
2789,1878,1624,27
2790,1542,260,36
2791,587,916,43
2792,1334,219,56
2793,804,744,67
2794,303,1592,54
2795,474,1220,37
2796,1735,637,98
2797,1978,1954,92
2798,1332,1140,86
2799,1112,439,45
2800,970,276,27
2801,1525,211,27
2802,1777,1436,92
2803,943,1162,51
2804,1424,172,32
2805,427,368,31
2806,1692,783,44
2807,1844,703,99
2808,1796,1037,90
2809,1877,1991,20
2810,1641,1237,64
2811,599,1206,16
2812,1544,1022,27
2813,1317,1157,92
2814,1689,949,84
2815,1539,663,38
2816,1496,1390,26
2817,131,1273,98
2818,44,303,70
2819,1991,1813,56
2820,31,872,17
2821,711,759,83
2822,20,1124,78
2823,415,1400,88
2824,582,1638,26
2825,1302,1181,99
2826,454,270,99
2827,1136,1710,59
2828,575,1450,77
2829,1273,1790,58
2830,286,35,67
2831,486,472,47
2832,1105,810,39
2833,1236,1981,14
2834,1046,634,6
2835,255,1179,58
2836,122,1212,85
2837,829,1065,44
2838,1000,482,71
2839,1599,1765,6
2840,855,184,21
2841,1227,1068,83
2842,1077,416,45
2843,985,387,51
2844,1721,1677,63
2845,1080,1733,72
2846,1919,1324,45
2847,339,1108,29
2848,1293,895,33
2849,283,1635,67
2850,1710,581,89
2851,1136,352,21
2852,691,405,97
2853,545,867,38
2854,906,424,71
2855,1739,489,63
2856,664,1639,14
2857,102,1897,60
2858,203,1479,42
2859,1486,1075,48
2860,1360,50,12
2861,691,949,36
2862,516,559,64
2863,565,1077,85
2864,1224,1048,79
2865,684,723,79
2866,1646,1539,40
2867,1172,1586,24
2868,1302,1275,27
2869,513,1162,17
2870,1870,533,55
2871,1679,1229,57
2872,1849,1924,8
2873,575,668,81
2874,59,1457,57
2875,1159,475,47
2876,1073,666,10
2877,559,459,34
2878,1702,663,14
2879,1052,635,5
2880,180,850,86
2881,1984,800,7
2882,1829,1008,78
2883,737,1026,48
2884,1513,811,76
2885,1142,1165,23
2886,495,1281,48
2887,751,999,40
2888,709,1320,27
2889,399,581,86
2890,792,839,91
2891,577,1427,71
2892,728,1436,52
2893,660,317,81
2894,1076,561,79
2895,210,315,49
2896,1762,1987,35
2897,1285,476,29
2898,1202,431,30
